planet_id,system_id,timestep,core_mass,envelope_mass,total_mass,total_lum,core_radius,total_radius,semi_major_axis,status,tau23_temp,transit_radius,ice_frac,iron_frac,valid
4,450,8640,2.2259344,0.01433723360705227,2.2402716,0.003978383460529668,0.14117706528920174,0.1748431573745334,11.979722,0,62.69854785335002,0.17399937966693618,0.50929982,0.24865683,True
38,450,7019,0.18829085,0.00017454038484314408,0.18846539,6.796964604349221e-05,0.06673689568686196,0.07918446240840846,24.662714,0,36.94390070877032,0.07750811672259365,0.56092253,0.25502002,True
21,450,6856,3.0212899,0.5339931886554221,3.555283018655422,0.0025235205904533776,0.1525903006495033,0.5010971241921153,0.08085401266127878,0,592.1898233872122,0.4684449753296591,0.50504745,0.24653789,True
3,450,7035,4.6516955,0.17370265223411177,4.825398120390187,0.01459600800435639,0.17306117438073595,0.25389192720972137,8.0329952,0,73.16919680391145,0.2530046409791535,0.50576096,0.24687785,True
14,450,7364,0.43763822,0.0011855249384841522,0.4388237419152738,0.0002643757129108525,0.08656791810847346,0.10686159985881728,20.549099,0,42.69469500395013,0.10549195820636566,0.53969294,0.25497406,True
9,450,6881,0.076386322,3.084776650827345e-05,0.07641717054379149,1.936147995235789e-05,0.05026589292728429,0.058858195344481286,30.764327,0,32.29885763139185,0.05663522858991728,0.58966522,0.25502002,True
48,450,8118,24.105691,0.0,24.105691,0.013362329,0.20929167,0.20929167,0.0033523848570478445,9,2889.3281,0.21362364,0.0,0.24346823,True
30,450,6918,20.842688591840105,0.0,20.842688591840105,0.005188814905516847,0.2431562108342412,0.2431562108342412,0.02426480493455392,0,1077.565785867087,0.24563487180166668,0.40506240526337384,0.24798225,True
26,450,6857,0.056003937,1.4951125581131755e-05,0.05601888796697857,1.2788747622462245e-05,0.04529678876508415,0.05236645364882123,31.921083,0,31.024291267959256,0.04998457554784854,0.58971109,0.25502002,True
15,450,8527,1.442126,0.005064527314856215,1.4471905,0.0017446297051462397,0.12379584386067106,0.1484391358938653,14.057092,0,56.124961883971224,0.14755095468608975,0.51234269,0.25003502,True
