planet_id,system_id,timestep,core_mass,envelope_mass,total_mass,total_lum,core_radius,total_radius,semi_major_axis,status,tau23_temp,transit_radius,ice_frac,iron_frac,valid
4,450,2662,0.066618661,0.0,0.066618661,1.1957202458794236e-05,0.046691381,0.046691381,5.5209421,0,37.733472,0.046691381,0.50546715,0.24571167,True
38,450,2656,1.1331564,0.0,1.1331564,0.0004050867802024494,0.090010898,0.090010898,0.39195255,0,141.56309198709178,0.090010898,1.7992152e-12,0.25701276,True
28,450,2662,0.014045973,0.0,0.014045973,2.440921112277626e-06,0.027857691,0.027857691,12.829459,0,24.75793,0.027857691,0.5152072,0.25502002,True
9,450,2662,0.010565603,0.0,0.010565603,1.716560423319866e-06,0.025588976,0.025588976,18.844524,0,20.422711,0.025588976,0.54676956,0.25502002,True
48,450,2662,0.012047038,0.0,0.012047038,2.066741389256537e-06,0.026520071,0.026520071,14.987154,0,22.900872,0.026520071,0.52141386,0.25502002,True
33,450,2662,0.010136305,0.0,0.010136305,1.5838030348682869e-06,0.025373018,0.025373018,22.503091,0,18.694791,0.025373018,0.56411115,0.25502002,True
1,450,2695,0.99103796,0.01058511781742481,1.0016231299942706,0.00048094128400182583,0.08727191575759392,0.1389454699581442,0.5905945,0,115.76251587824795,0.13587751479804322,0.00070334248,0.24423584,True
18,450,2870,0.47826099,0.0,0.47826099,8.629114545981739e-05,0.087275617,0.087275617,3.4311724,0,47.867863,0.087275617,0.50390209,0.24419056,True
15,450,2662,0.050109224,0.0,0.050109224,8.99326245847506e-06,0.042453108,0.042453108,6.1256642,0,35.822987,0.042453108,0.50499175,0.24649523,True
24,450,2827,1.5289636,0.02595552759697278,1.5549191650978398,0.0012494260017766152,0.12122278045454325,0.17573557700019374,1.168873,0,76.04026606266589,0.173967863422043,0.38373489,0.24264349,True
2,450,2638,2.3705895,0.08647457548551456,2.4570641233078834,0.002211424213951272,0.12963248359016322,0.21041413511987858,0.83455815,0,89.04891833542406,0.20859876814624212,0.23599289,0.2422357,True
13,450,2565,0.95297422,0.0,0.95297422,0.0003206432663329826,0.084668047,0.084668047,0.169406,0,215.31027867855462,0.084668047,0.0,0.30082786,True
12,450,2662,0.019220742,0.0,0.019220742,3.3772599471258855e-06,0.03087583,0.03087583,10.218928,0,27.740543,0.03087583,0.50982789,0.25502002,True
46,450,2565,0.51086371,0.0,0.51086371,0.00018020654068136738,0.070389574,0.070389574,0.2657384,0,171.91919022415715,0.070389574,0.0,0.26698413,True
37,450,2726,0.54889957,3.5838116828871367e-06,0.5489031531810863,0.00020914978203511166,0.07974368840789327,0.08144695483735079,1.7766599,0,62.956436698382426,0.08053565528046168,0.15926208,0.24217705,True
41,450,2565,0.16795855,0.0,0.16795855,3.02959117796607e-05,0.062989136,0.062989136,4.2965339,0,42.77562417721087,0.062989136,0.50365204,0.24484154,True
36,450,2662,0.52640575,0.0,0.52640575,0.00017192115751802402,0.070290731,0.070290731,0.090298514,0,294.68502,0.070290731,0.0,0.32125356,True
23,450,2662,0.012893116,0.0,0.012893116,2.2288573036575735e-06,0.027095335,0.027095335,13.9101,0,23.771717,0.027095335,0.51774292,0.25502002,True
42,450,2662,0.014915269,0.0,0.014915269,2.613229803044536e-06,0.028384672,0.028384672,12.218561,0,25.366752,0.028384672,0.51123424,0.25502002,True
7,106,2438,1.2931394,0.0,1.2931394,0.0004598575380770663,0.093586862,0.093586862,0.32041302,0,156.34130906814323,0.093586862,5.2909285e-06,0.26090621,True
6,106,2261,0.11723824,0.0,0.11723824,2.1196178141152083e-05,0.056183393,0.056183393,6.2432913,0,35.471841,0.056183393,0.50235356,0.24496661,True
8,106,3105,0.96737381,0.0012477694803649643,0.9686215740176038,0.00045800451910775757,0.10800561874669162,0.12252622886341706,2.7156379,0,54.042267077819105,0.12160855643525088,0.47443353,0.24348067,True
39,106,2261,0.026092447,0.0,0.026092447,4.5862911741600215e-06,0.034199149,0.034199149,11.160476,0,26.555021,0.034199149,0.51070133,0.25342823,True
25,106,2164,0.16788097,0.0,0.16788097,3.0378727823450833e-05,0.062968289,0.062968289,2.2657031,0,55.25902838320348,0.062968289,0.50227518,0.24452182,True
32,106,2261,0.017839825,0.0,0.017839825,3.0660546639735984e-06,0.030219958,0.030219958,14.524563,0,23.257661,0.030219958,0.52054982,0.25502002,True
48,106,2261,0.030924043,0.0,0.030924043,5.496783597964896e-06,0.036152277,0.036152277,9.7073817,0,28.252371,0.036152277,0.50685237,0.25090965,True
1,106,2261,0.013210999,0.0,0.013210999,2.13099409275682e-06,0.027595459,0.027595459,19.471322,0,20.089479,0.027595459,0.55001216,0.25502002,True
26,106,2261,0.82469945,0.0,0.82469945,0.00026901610857622165,0.080665044,0.080665044,0.13380776,0,241.22304,0.080665044,0.0,0.32207545,True
18,106,2261,0.027418738,0.0,0.027418738,4.8583854288537965e-06,0.034746696,0.034746696,10.17682,0,27.768507,0.034746696,0.50828298,0.25109273,True
15,106,2261,0.052544625,0.0,0.052544625,9.45808081167369e-06,0.043118849,0.043118849,4.019732,0,41.949597,0.043118849,0.503773,0.2461358,True
24,106,2261,0.011301287,0.0,0.011301287,1.7358844514512958e-06,0.026369472,0.026369472,23.9987,0,18.103986,0.026369472,0.57150371,0.25502002,True
22,106,2254,1.3000066,0.05803403380043915,1.3580406341606113,0.0010530683239061125,0.11188971244739361,0.20333906396630683,1.0611933,0,78.58217724577676,0.20029284913666132,0.30619025,0.242456,True
13,106,2261,0.039653942,0.0,0.039653942,7.0797980117494785e-06,0.039277048,0.039277048,8.2145473,0,30.900525,0.039277048,0.50633741,0.24837178,True
12,106,2598,2.2533136,0.03410696392732764,2.2874205803564807,0.002311661823731225,0.13628136249907324,0.18464741934995507,1.5938115,0,68.58669302199291,0.18359790986299304,0.39598464,0.24287154,True
35,106,2240,3.0153708,0.11128035041453936,3.1266511632017773,0.0027533541620968598,0.12891552982083626,0.20830110543776154,0.79815497,0,91.2574582702444,0.20696222370263215,0.089129725,0.24539262,True
50,106,2261,0.020843371,0.0,0.020843371,3.6248822632681214e-06,0.031771196,0.031771196,12.766467,0,24.809793,0.031771196,0.5148463,0.25501866,True
31,106,2362,0.35721354,0.0,0.35721354,6.464995865737227e-05,0.079705012,0.079705012,5.0773589,0,39.357545,0.079705012,0.5022582,0.24436697,True
44,106,2261,0.088341241,0.0,0.088341241,1.5898156117109135e-05,0.051271451,0.051271451,6.7153309,0,33.949865,0.051271451,0.50416113,0.24570455,True
37,106,2261,0.61848428,0.0,0.61848428,0.0002108224475248695,0.074305067,0.074305067,0.21534106,0,190.68046,0.074305067,0.0,0.29158628,True
27,106,2261,0.014485698,0.0,0.014485698,2.370800776935568e-06,0.028397774,0.028397774,17.816041,0,21.010584,0.028397774,0.54342744,0.25502002,True
