planet_id,system_id,timestep,core_mass,envelope_mass,total_mass,total_lum,core_radius,total_radius,semi_major_axis,status,tau23_temp,transit_radius,ice_frac,iron_frac,valid
4,450,2658,0.066618661,0.0,0.066618661,1.3827549881350802e-05,0.046691361,0.046691361,5.5209421,0,37.711757,0.046691361,0.50546715,0.24571167,True
38,450,2646,1.1331564,0.0,1.1331564,0.0004684333543533241,0.090010861,0.090010861,0.39195255,0,141.48118,0.090010861,1.7992152e-12,0.25701276,True
28,450,2658,0.014045973,0.0,0.014045973,2.8227304803441996e-06,0.027857683,0.027857683,12.829459,0,24.743682,0.027857683,0.5152072,0.25502002,True
9,450,2658,0.010565603,0.0,0.010565603,1.985065103211177e-06,0.02558897,0.02558897,18.844524,0,20.410958,0.02558897,0.54676956,0.25502002,True
48,450,2658,0.012047038,0.0,0.012047038,2.390021486168613e-06,0.026520064,0.026520064,14.987154,0,22.887693,0.026520064,0.52141386,0.25502002,True
33,450,2658,0.010136305,0.0,0.010136305,1.8315418068347245e-06,0.025373013,0.025373013,22.503091,0,18.684033,0.025373013,0.56411115,0.25502002,True
1,450,2655,0.99103796,0.011774596326469733,1.002812533814389,0.0006288924306197722,0.08730204889848855,0.1439671126472404,0.5905945,0,115.72249405778604,0.14065184926609836,0.00070334248,0.24423584,True
18,450,2862,0.47826099,0.0,0.47826099,9.97770726879786e-05,0.08727557,0.08727557,3.4311724,0,47.840316,0.08727557,0.50390209,0.24419056,True
15,450,2658,0.050109224,0.0,0.050109224,1.0399990076275615e-05,0.042453091,0.042453091,6.1256642,0,35.802372,0.042453091,0.50499175,0.24649523,True
24,450,2784,1.5289636,0.02627930727669698,1.5552429015006053,0.0018405692587572847,0.12138998642304119,0.17984832460401473,1.168873,0,76.80920782032152,0.17796133340606438,0.38373489,0.24264349,True
2,450,2622,2.3705895,0.08714766154267779,2.457737195688125,0.003250422888649214,0.12976516833984542,0.2153421007619387,0.83455815,0,89.61085087356918,0.21341310347767684,0.23599289,0.2422357,True
13,450,2561,0.95297422,0.0,0.95297422,0.00037072601823258026,0.084667994,0.084667994,0.169406,0,215.18304,0.084667994,0.0,0.30082786,True
12,450,2658,0.019220742,0.0,0.019220742,3.905531623900867e-06,0.03087582,0.03087582,10.218928,0,27.724579,0.03087582,0.50982789,0.25502002,True
46,450,2561,0.51086371,0.0,0.51086371,0.00020835850595675003,0.070389539,0.070389539,0.2657384,0,171.81616,0.070389539,0.0,0.26698413,True
37,450,2697,0.54889957,4.5933617746848956e-05,0.5489455082983252,0.00022915763167894834,0.0798399593232244,0.08518499488100854,1.7766599,0,62.90775736439805,0.08417700270448376,0.15926208,0.24217705,True
41,450,2561,0.16795855,0.0,0.16795855,3.502784372450429e-05,0.062989106,0.062989106,4.2965339,0,42.750411,0.062989106,0.50365204,0.24484154,True
36,450,2658,0.52640575,0.0,0.52640575,0.00019881310358688792,0.070290671,0.070290671,0.090298514,0,294.51543,0.070290671,0.0,0.32125356,True
23,450,2658,0.012893116,0.0,0.012893116,2.5774955843372334e-06,0.027095328,0.027095328,13.9101,0,23.758037,0.027095328,0.51774292,0.25502002,True
42,450,2658,0.014915269,0.0,0.014915269,3.021991686485635e-06,0.028384664,0.028384664,12.218561,0,25.352154,0.028384664,0.51123424,0.25502002,True
7,106,2392,1.2931394,0.0005750639013706347,1.293714396723285,0.0008771994033378676,0.09391816746028096,0.10895918318643089,0.32041302,0,156.66524425178463,0.10707478602568887,5.2909285e-06,0.26090621,True
6,106,2257,0.11723824,0.0,0.11723824,2.4511684552374994e-05,0.056183371,0.056183371,6.2432913,0,35.451427,0.056183371,0.50235356,0.24496661,True
8,106,3046,0.96737381,0.0012798163755508617,0.9686536238500281,0.0007053974901902297,0.10809712071374128,0.12418746498144283,2.7156379,0,56.08264886479667,0.1231944301256657,0.47443353,0.24348067,True
39,106,2257,0.026092447,0.0,0.026092447,5.30367892900271e-06,0.034199138,0.034199138,11.160476,0,26.539739,0.034199138,0.51070133,0.25342823,True
25,106,2160,0.16788097,0.0,0.16788097,3.512371587933047e-05,0.06296825,0.06296825,2.2657031,0,55.226378,0.06296825,0.50227518,0.24452182,True
32,106,2257,0.017839825,0.0,0.017839825,3.54564691033493e-06,0.030219949,0.030219949,14.524563,0,23.244277,0.030219949,0.52054982,0.25502002,True
48,106,2257,0.030924043,0.0,0.030924043,6.356590571675945e-06,0.036152266,0.036152266,9.7073817,0,28.236112,0.036152266,0.50685237,0.25090965,True
1,106,2257,0.013210999,0.0,0.013210999,2.4643242007466625e-06,0.027595452,0.027595452,19.471322,0,20.077918,0.027595452,0.55001216,0.25502002,True
26,106,2257,0.82469945,0.0,0.82469945,0.0003110956089007375,0.080664988,0.080664988,0.13380776,0,241.08423,0.080664988,0.0,0.32207545,True
18,106,2257,0.027418738,0.0,0.027418738,5.618334153878026e-06,0.034746685,0.034746685,10.17682,0,27.752527,0.034746685,0.50828298,0.25109273,True
15,106,2257,0.052544625,0.0,0.052544625,1.0937514086437822e-05,0.043118829,0.043118829,4.019732,0,41.925456,0.043118829,0.503773,0.2461358,True
24,106,2257,0.011301287,0.0,0.011301287,2.00741146381671e-06,0.026369466,0.026369466,23.9987,0,18.093567,0.026369466,0.57150371,0.25502002,True
22,106,2236,1.3000066,0.058793571833362666,1.3588001621843608,0.001543313890557493,0.11201205442747708,0.2098817315455946,1.0611933,0,78.9538818959033,0.2065927956471881,0.30619025,0.242456,True
13,106,2257,0.039653942,0.0,0.039653942,8.187220068674589e-06,0.039277034,0.039277034,8.2145473,0,30.882743,0.039277034,0.50633741,0.24837178,True
12,106,2550,2.2533136,0.034232680083338414,2.2875462958742454,0.0036264912283456322,0.13649882981378708,0.18856097945010267,1.5938115,0,70.8349543276209,0.18741153509798542,0.39598464,0.24287154,True
35,106,2228,3.0153708,0.11181432723937225,3.1271851739056324,0.004081286972007452,0.12902506254969193,0.21261043347408062,0.79815497,0,91.97202812817865,0.211192666840741,0.089129725,0.24539262,True
50,106,2257,0.020843371,0.0,0.020843371,4.191886427153697e-06,0.031771187,0.031771187,12.766467,0,24.795515,0.031771187,0.5148463,0.25501866,True
31,106,2356,0.35721354,2.0545554018839734e-07,0.3572137453998131,7.791208149099055e-05,0.07973812293918205,0.07987203568463708,5.0773589,0,39.632673733171046,0.07974380401470214,0.5022582,0.24436697,True
44,106,2257,0.088341241,0.0,0.088341241,1.8384946480942956e-05,0.051271431,0.051271431,6.7153309,0,33.930328,0.051271431,0.50416113,0.24570455,True
37,106,2257,0.61848428,0.0,0.61848428,0.00024379929344528392,0.074305027,0.074305027,0.21534106,0,190.57073,0.074305027,0.0,0.29158628,True
27,106,2257,0.014485698,0.0,0.014485698,2.741641432025191e-06,0.028397767,0.028397767,17.816041,0,20.998493,0.028397767,0.54342744,0.25502002,True
42,106,2600,0.73166909,8.826985962471126e-05,0.7317573536540172,0.0002989100654452893,0.09952511214125076,0.10491762551963185,3.8007297,0,47.90425686984592,0.1041270031060806,0.49827985,0.24410194,True
19,106,2257,0.17912789,0.0,0.17912789,6.784540797441192e-05,0.050132683,0.050132683,0.067529575,0,329.02573,0.050132683,0.0,0.31932401,True
4,817,2710,1.3606107,0.0030253482999922938,1.3636360931822686,0.0010702224584842512,0.11060443620845398,0.1326898766101527,1.1148094,0,78.566689831559,0.1315413719807504,0.25241366,0.24212007,True
8,817,2057,0.037471201,0.0,0.037471201,7.833397223737025e-06,0.0385085,0.0385085,4.1723375,0,43.115899,0.0385085,0.50235454,0.24505446,True
38,817,2057,0.59473506,0.0,0.59473506,0.0002427481746594099,0.074420852,0.074420852,0.43053422,0,134.9103,0.074420852,0.0097630723,0.25924183,True
5,817,2057,0.011215471,0.0,0.011215471,2.2790073942882945e-06,0.025800735,0.025800735,10.158814,0,27.801619,0.025800735,0.50980742,0.25502002,True
21,817,2057,0.010183829,0.0,0.010183829,2.041062080467322e-06,0.025036662,0.025036662,13.476329,0,24.139122,0.025036662,0.51651427,0.25502002,True
49,817,2057,0.010010177,0.0,0.010010177,1.8960886907463152e-06,0.025103606,0.025103606,17.65942,0,21.087221,0.025103606,0.54306395,0.25502002,True
28,817,2057,0.16060931,0.0,0.16060931,3.393147165113412e-05,0.062010865,0.062010865,2.6405888,0,55.057039,0.062010865,0.49795482,0.24373792,True
32,817,2057,0.16919131,0.0,0.16919131,6.481634669218283e-05,0.049300837,0.049300837,0.096720968,0,283.2115,0.049300837,0.0,0.31152269,True
48,817,1960,0.19146905,0.0,0.19146905,7.885944103640489e-05,0.052724911,0.052724911,0.73211314,0,102.6256,0.052724911,0.021081248,0.24382749,True
40,817,2057,0.088255762,0.0,0.088255762,1.850509791118474e-05,0.051232855,0.051232855,2.6275333,0,53.769557,0.051232855,0.50142243,0.2442142,True
17,817,2057,0.1162541,0.0,0.1162541,3.285025495979006e-05,0.052705579,0.052705579,2.2680485,0,59.759864,0.052705579,0.32956594,0.24254375,True
33,817,2057,0.010005282,0.0,0.010005282,1.8870394353409336e-06,0.025114716,0.025114716,18.480285,0,20.612563,0.025114716,0.5450222,0.25502002,True
