planet_id,system_id,timestep,core_mass,envelope_mass,total_mass,total_lum,core_radius,total_radius,semi_major_axis,status,tau23_temp,transit_radius,ice_frac,iron_frac,valid
39,450,2804,0.38475014,0.0010993237018948516,0.3858494650074976,5.431156334602626e-05,0.07820731927950197,0.09910503999182078,0.580529,0,63.180819713591134,0.09688817829158904,0.35988672,0.24321384,True
38,450,2839,0.29111253,0.006435302589899286,0.2975478260176744,4.1730412047257814e-05,0.07487936761555508,0.125409578505213,0.73838171,0,50.47903250700293,0.12149531680541822,0.47310483,0.24370822,True
5,450,2625,0.039268749,0.0,0.039268749,2.5971861807714e-06,0.039398551,0.039398551,6.3525994,0,18.944288,0.039398551,0.52705193,0.25028873,True
47,450,2625,0.19634402,0.0,0.19634402,2.5312935226048e-05,0.051699849,0.051699849,0.043547775,0,228.41939,0.051699849,0.0,0.30884364,True
21,450,2528,0.090815592,0.0,0.090815592,6.264384045818e-06,0.051822193,0.051822193,4.4106884,0,22.744614,0.051822193,0.50946779,0.24626507,True
32,450,2528,0.52076816,0.0,0.52076816,6.2261688855732e-05,0.078200581,0.078200581,0.24449244,0,96.538793,0.078200581,0.15357861,0.24288746,True
3,450,2625,0.014176403,0.0,0.014176403,9.0700646498986e-07,0.028155416,0.028155416,13.520274,0,12.992589,0.028155416,0.53958316,0.25502002,True
9,450,2625,0.01263616,0.0,0.01263616,8.0429502908836e-07,0.027116216,0.027116216,15.364473,0,12.189257,0.027116216,0.54195608,0.25502002,True
48,450,2787,0.32135044,5.9982277700035116e-05,0.3214104182046588,3.054585970573335e-05,0.0773277934900995,0.08155430547687698,3.0705068,0,29.723360032564674,0.08086065397783448,0.50442965,0.24476078,True
30,450,2572,0.17398632,0.0,0.17398632,1.2119147344592e-05,0.063701104,0.063701104,3.6858965,0,24.873764,0.063701104,0.5052464,0.24535688,True
17,450,2625,0.012964259,0.0,0.012964259,8.229297157256e-07,0.027359818,0.027359818,14.596335,0,12.497939,0.027359818,0.54320439,0.25502002,True
35,450,3103,0.63442556,0.002059657863494749,0.6364852233327352,9.000009352101224e-05,0.09528883249218983,0.10955130604958684,2.0390002,0,35.02696143547215,0.1088548556024678,0.48762731,0.2439966,True
45,450,2535,0.50393858,0.0,0.50393858,6.0981188993455994e-05,0.076786453,0.076786453,0.1815923,0,112.02719,0.076786453,0.13863999,0.24686809,True
27,450,2625,0.021733701,0.0,0.021733701,1.4062934887358e-06,0.032413266,0.032413266,9.5083401,0,15.483727,0.032413266,0.53436122,0.25502002,True
41,450,2625,0.031656223,0.0,0.031656223,2.0744516526984e-06,0.036690471,0.036690471,7.3251502,0,17.640065,0.036690471,0.52953056,0.25326885,True
43,450,2625,0.22119241,0.0,0.22119241,3.09332592487e-05,0.054346511,0.054346511,0.12832889,0,133.17564,0.054346511,0.00082148799,0.24965006,True
23,450,2952,0.46897094,0.0049159436908230705,0.4738868842860539,7.676934249660025e-05,0.08375005967329181,0.12370802561456898,0.46657834,0,70.21640367367219,0.1204920284365936,0.36889682,0.2429801,True
42,450,2961,0.77671748,0.008238569751242816,0.7849560553845255,0.00014703602377727422,0.0976933565408354,0.13900149786385088,0.33152235,0,83.24381138228286,0.13624152061299818,0.36119703,0.24280806,True
19,450,2625,0.71922651,0.0,0.71922651,9.7003161512934e-05,0.078065594,0.078065594,0.08344625,0,165.2651,0.078065594,0.0,0.27694444,True
34,450,2625,0.018578708,0.0,0.018578708,1.1964167583254e-06,0.030783212,0.030783212,10.745844,0,14.56381,0.030783212,0.53658101,0.25502002,True
7,106,2820,0.88100399,0.02048348224687859,0.9014874735485954,0.0001791323450214244,0.10145897052353822,0.15594221484652995,0.48874159,0,68.7803336354955,0.1535731270483616,0.35956749,0.24287191,True
6,106,2632,0.046386395,0.0,0.046386395,3.1863682022064e-06,0.041435979,0.041435979,4.896788,0,21.57615,0.041435979,0.51058302,0.24755365,True
5,106,2560,0.60206588,0.0,0.60206588,7.216117005859599e-05,0.081567112,0.081567112,0.21214124,0,103.3438,0.081567112,0.14869997,0.24534723,True
47,106,3099,0.70401342,0.009150839931661207,0.7131642618219254,0.00011993080356191219,0.09780322543530737,0.13121034834426903,0.9159926,0,46.25294442265848,0.12990704390757143,0.45635064,0.24350279,True
28,106,2690,1.4020082,0.047059799644899876,1.4490679606320134,0.0003322797591484293,0.1113277249935789,0.17958770906065946,0.33932143,0,82.3657711076442,0.17733880351938286,0.24633728,0.24371709,True
3,106,2632,0.019505769,0.0,0.019505769,1.2707071350032e-06,0.031234962,0.031234962,8.147614,0,16.736365,0.031234962,0.53120065,0.25502002,True
14,106,2632,0.070238592,0.0,0.070238592,4.8762084678512e-06,0.047520355,0.047520355,4.2059357,0,23.28622,0.047520355,0.50628853,0.24615426,True
20,106,2632,0.026730859,0.0,0.026730859,1.764096953184e-06,0.034660242,0.034660242,6.7046537,0,18.443907,0.034660242,0.52744909,0.25129597,True
40,106,2632,0.011671748,0.0,0.011671748,7.506662520768e-07,0.026368835,0.026368835,12.951929,0,13.272006,0.026368835,0.53717625,0.25502002,True
33,106,2535,0.16165775,0.0,0.16165775,1.1278060740719999e-05,0.062232347,0.062232347,3.3816643,0,25.965236,0.062232347,0.50460594,0.24515546,True
16,106,2632,0.30869564,0.0,0.30869564,3.8964447060944e-05,0.059491763,0.059491763,0.019643976923824,0,335.45385076176,0.059491763,0.0,0.3233139,True
35,106,2632,0.028788531,0.0,0.028788531,1.8991361727104e-06,0.03553288,0.03553288,6.2551648,0,19.093273,0.03553288,0.52782062,0.25100518,True
50,106,2632,0.017957396,0.0,0.017957396,1.1721107845568002e-06,0.030376455,0.030376455,8.6922042,0,16.201821,0.030376455,0.53028987,0.25502002,True
46,106,2632,0.47610533,0.0,0.47610533,6.0004655518448e-05,0.068065108,0.068065108,0.044436817,0,224.79313,0.068065108,0.0,0.32433543,True
37,106,2544,1.0835454,0.0,1.0835454,0.00014743937063624,0.088558116,0.088558116,0.10135622,0,149.91479,0.088558116,0.0,0.27056151,True
41,106,3010,0.55096269,0.0010220476994142302,0.5519847408982166,6.926839740264882e-05,0.09086907892097722,0.10213091825196434,1.8097655,0,35.82922433707666,0.101395940719008,0.47711653,0.24379424,True
36,106,2632,0.011246611,0.0,0.011246611,7.1937437488656e-07,0.026065293,0.026065293,13.757632,0,12.879935,0.026065293,0.53970325,0.25502002,True
29,106,2632,0.010633659,0.0,0.010633659,6.765908384528e-07,0.025602013,0.025602013,15.474951,0,12.14034,0.025602013,0.54212386,0.25502002,True
7,817,4695,3.9995202,0.02056836069672131,4.0200885475409835,0.001692336024590164,0.1654779367759563,0.19851699213114754,0.13321801,0,131.17121707650273,0.19713086401639346,0.47624904,0.24431306,True
8,817,4216,1.2315155,0.0,1.2315155,9.8176024468848e-05,0.11355726,0.11355726,0.69934141,0,56.992037,0.11355726,0.43384183,0.24511965,True
39,817,4199,5.033835889399837,0.0,5.033835889399837,0.0004111284152348763,0.1696880883691216,0.1696880883691216,0.023237499438671833,0,312.3419470755211,0.1696880883691216,0.42123817577459205,0.24344091,True
21,817,4119,0.044773595,0.0,0.044773595,2.8693407223568e-06,0.041299392,0.041299392,13.040087,0,13.219337,0.041299392,0.53881236,0.25502002,True
