planet_id,system_id,timestep,core_mass,envelope_mass,total_mass,total_lum,core_radius,total_radius,semi_major_axis,status,tau23_temp,valid
4,1,4957,2.4370063,0.7946938500988542,3.2317001687280404,0.0007354738063845005,0.14142214444530682,0.8579964241318863,0.10671451,0,783.5973555600552,True
3,1,4780,0.020193903,0.0,0.020193903,3.979124480720528e-06,0.032193034928880475,0.032193034928880475,35.546077,0,42.88429156602309,True
6,1,4959,0.19000098,3.534820210269604e-05,0.19003632359717562,9.00571281123415e-05,0.0660514478391834,0.07496055500593811,17.100044,0,57.73873436604514,True
18,1,4958,2.2911931,0.2924676053376804,2.5836606591773017,0.00010006998181450877,0.13833830190774304,0.5499189317842853,0.09185670392264142,0,844.4386352805165,True
19,1,5101,3.5088474,1.2040545039705703,4.712902003737007,0.029485565680814358,0.15832761471446635,0.4735631963024975,5.5340141,0,101.00200731985521,True
22,1,4780,1.0344145979180899,0.0,1.0344145979180899,0.00047350964314162453,0.08769649003423932,0.08769649003423932,0.019665583793538385,0,1824.064120290032,True
24,1,4724,2.6955626306527947,0.0,2.6955626306527947,0.0007346699592133995,0.14514272120797966,0.14514272120797966,0.07576135104737972,0,929.3338489652417,True
25,1,4780,1.9903050432937248,0.0,1.9903050432937248,0.000815481795205586,0.11901551347778291,0.11901551347778291,0.04769923474747613,0,1171.498741139256,True
28,1,4780,0.018670002,0.0,0.018670002,3.6784813489615972e-06,0.03136177201814044,0.03136177201814044,36.951111,0,42.048750539229395,True
30,1,4785,0.9657750908630705,0.0,0.9657750908630705,0.0004086500503756017,0.08502781206641719,0.08502781206641719,0.014707182675587002,0,2109.4710627218788,True
35,1,4830,2.7031495895695423,0.0,2.7031495895695423,0.0009468966399843525,0.13727970061401057,0.13727970061401057,0.05387368920233492,0,1102.2816760451542,True
37,1,4965,2.8419195,4.796419490933471,7.638338990933471,0.024487414927260545,0.14820038407860656,1.3657731812032532,0.12393663,0,727.134380077895,True
38,1,4780,0.042441988,0.0,0.042441988,8.854133010478874e-06,0.04094134148258067,0.04094134148258067,26.394622,0,49.83950751547716,True
40,1,5807,0.015883063,0.0,0.015883063,0.0,0.019073272,0.019073272,0.00421589634770835,0,3892.3005,True
41,1,4780,0.021097516,0.0,0.021097516,4.158756671806262e-06,0.03266509792888048,0.03266509792888048,34.746094,0,43.4510345006724,True
44,1,5186,1.9934951,0.4583760911016613,2.4518711801439075,0.012739467287908047,0.13832072394635206,0.8524545570393101,0.42567751,0,392.3620395699963,True
45,1,5210,1.5916326,0.4510892440322729,2.0427218163190886,0.00920616295964501,0.12923042901493242,0.7635372882542545,0.75914114,0,264.4894081638073,True
48,1,4780,0.034821245,0.0,0.034821245,7.182783619330715e-06,0.03838367266110059,0.03838367266110059,28.38159,0,48.04064228192764,True
49,1,5209,1.6480417,0.3471544952707496,1.9951962020523175,0.008889640076609251,0.1309417523730267,0.7837243879626876,0.56628601,0,340.19656054239823,True
1,1,4953,0.7880798240941953,0.0,0.7880798240941953,0.0002936290528087531,0.07875781167767992,0.07875781167767992,0.00924737290098182,0,2661.4220853485467,True
2,1,4780,2.0367581,0.0,2.0367581,0.000968380978659197,0.1078513269738146,0.1078513269738146,0.025839290925005094,0,1591.4491746956298,True
